year,make,model,trim,cab_style,bed_length_label,platform_id,vin_decodable_trim,vin_decodable_bed,notes,source_urls
2005,Ford,F-150,,Extended Cab,Short Bed,FORD-F150-04-08-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2006,Ford,F-150,,Extended Cab,Short Bed,FORD-F150-04-08-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2007,Ford,F-150,,Extended Cab,Short Bed,FORD-F150-04-08-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2008,Ford,F-150,,Extended Cab,Short Bed,FORD-F150-04-08-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2004,Ford,F-150,,Double Cab,V-Bed,FORD-F150-04-08-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2005,Ford,F-150,,Double Cab,V-Bed,FORD-F150-04-08-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2006,Ford,F-150,,Double Cab,V-Bed,FORD-F150-04-08-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2007,Ford,F-150,,Double Cab,V-Bed,FORD-F150-04-08-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2008,Ford,F-150,,Double Cab,V-Bed,FORD-F150-04-08-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2004,Ford,F-150,,Extended Cab,Long Bed,FORD-F150-04-08-XC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2005,Ford,F-150,,Extended Cab,Long Bed,FORD-F150-04-08-XC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2006,Ford,F-150,,Extended Cab,Long Bed,FORD-F150-04-08-XC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2007,Ford,F-150,,Extended Cab,Long Bed,FORD-F150-04-08-XC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2008,Ford,F-150,,Extended Cab,Long Bed,FORD-F150-04-08-XC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2000,Ford,F-150,,Double Cab,V-Bed,FORD-F150-00-04-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2001,Ford,F-150,,Double Cab,V-Bed,FORD-F150-00-04-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2002,Ford,F-150,,Double Cab,V-Bed,FORD-F150-00-04-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2003,Ford,F-150,,Double Cab,V-Bed,FORD-F150-00-04-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
1997,Ford,F-150,,Regular Cab,Short Bed,FORD-F150-97-03-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
1998,Ford,F-150,,Regular Cab,Short Bed,FORD-F150-97-03-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
1999,Ford,F-150,,Regular Cab,Short Bed,FORD-F150-97-03-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2000,Ford,F-150,,Regular Cab,Short Bed,FORD-F150-97-03-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2001,Ford,F-150,,Regular Cab,Short Bed,FORD-F150-97-03-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2002,Ford,F-150,,Regular Cab,Short Bed,FORD-F150-97-03-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2003,Ford,F-150,,Regular Cab,Short Bed,FORD-F150-97-03-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
1997,Ford,F-150,,Extended Cab,Short Bed,FORD-F150-97-03-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
1998,Ford,F-150,,Extended Cab,Short Bed,FORD-F150-97-03-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
1999,Ford,F-150,,Extended Cab,Short Bed,FORD-F150-97-03-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2000,Ford,F-150,,Extended Cab,Short Bed,FORD-F150-97-03-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2001,Ford,F-150,,Extended Cab,Short Bed,FORD-F150-97-03-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2002,Ford,F-150,,Extended Cab,Short Bed,FORD-F150-97-03-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2003,Ford,F-150,,Extended Cab,Short Bed,FORD-F150-97-03-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Ford,F-250,,Regular Cab,Short Bed,FORD-F250-23-24-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2024,Ford,F-250,,Regular Cab,Short Bed,FORD-F250-23-24-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Ford,F-250,,Regular Cab,Long Bed,FORD-F250-23-24-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2024,Ford,F-250,,Regular Cab,Long Bed,FORD-F250-23-24-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,Ford,F-250,,Regular Cab,Short Bed,FORD-F250-17-22-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,Ford,F-250,,Regular Cab,Short Bed,FORD-F250-17-22-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2019,Ford,F-250,,Regular Cab,Short Bed,FORD-F250-17-22-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,Ford,F-250,,Regular Cab,Short Bed,FORD-F250-17-22-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2021,Ford,F-250,,Regular Cab,Short Bed,FORD-F250-17-22-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2022,Ford,F-250,,Regular Cab,Short Bed,FORD-F250-17-22-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,Ford,F-250,,Regular Cab,Long Bed,FORD-F250-17-22-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,Ford,F-250,,Regular Cab,Long Bed,FORD-F250-17-22-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2019,Ford,F-250,,Regular Cab,Long Bed,FORD-F250-17-22-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,Ford,F-250,,Regular Cab,Long Bed,FORD-F250-17-22-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2021,Ford,F-250,,Regular Cab,Long Bed,FORD-F250-17-22-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2022,Ford,F-250,,Regular Cab,Long Bed,FORD-F250-17-22-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2008,Ford,F-250,,Regular Cab,Short Bed,FORD-F250-08-16-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,Ford,F-250,,Regular Cab,Short Bed,FORD-F250-08-16-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Ford,F-250,,Regular Cab,Short Bed,FORD-F250-08-16-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Ford,F-250,,Regular Cab,Short Bed,FORD-F250-08-16-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,Ford,F-250,,Regular Cab,Short Bed,FORD-F250-08-16-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,Ford,F-250,,Regular Cab,Short Bed,FORD-F250-08-16-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2014,Ford,F-250,,Regular Cab,Short Bed,FORD-F250-08-16-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,Ford,F-250,,Regular Cab,Short Bed,FORD-F250-08-16-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,Ford,F-250,,Regular Cab,Short Bed,FORD-F250-08-16-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2008,Ford,F-250,,Regular Cab,Long Bed,FORD-F250-08-16-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,Ford,F-250,,Regular Cab,Long Bed,FORD-F250-08-16-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Ford,F-250,,Regular Cab,Long Bed,FORD-F250-08-16-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Ford,F-250,,Regular Cab,Long Bed,FORD-F250-08-16-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,Ford,F-250,,Regular Cab,Long Bed,FORD-F250-08-16-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,Ford,F-250,,Regular Cab,Long Bed,FORD-F250-08-16-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2014,Ford,F-250,,Regular Cab,Long Bed,FORD-F250-08-16-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,Ford,F-250,,Regular Cab,Long Bed,FORD-F250-08-16-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,Ford,F-250,,Regular Cab,Long Bed,FORD-F250-08-16-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
1999,Ford,F-250,,Regular Cab,Short Bed,FORD-F250-99-07-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2000,Ford,F-250,,Regular Cab,Short Bed,FORD-F250-99-07-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2001,Ford,F-250,,Regular Cab,Short Bed,FORD-F250-99-07-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2002,Ford,F-250,,Regular Cab,Short Bed,FORD-F250-99-07-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2003,Ford,F-250,,Regular Cab,Short Bed,FORD-F250-99-07-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2004,Ford,F-250,,Regular Cab,Short Bed,FORD-F250-99-07-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2005,Ford,F-250,,Regular Cab,Short Bed,FORD-F250-99-07-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2006,Ford,F-250,,Regular Cab,Short Bed,FORD-F250-99-07-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2007,Ford,F-250,,Regular Cab,Short Bed,FORD-F250-99-07-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
1999,Ford,F-250,,Regular Cab,Long Bed,FORD-F250-99-07-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2000,Ford,F-250,,Regular Cab,Long Bed,FORD-F250-99-07-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2001,Ford,F-250,,Regular Cab,Long Bed,FORD-F250-99-07-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2002,Ford,F-250,,Regular Cab,Long Bed,FORD-F250-99-07-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2003,Ford,F-250,,Regular Cab,Long Bed,FORD-F250-99-07-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2004,Ford,F-250,,Regular Cab,Long Bed,FORD-F250-99-07-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2005,Ford,F-250,,Regular Cab,Long Bed,FORD-F250-99-07-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2006,Ford,F-250,,Regular Cab,Long Bed,FORD-F250-99-07-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2007,Ford,F-250,,Regular Cab,Long Bed,FORD-F250-99-07-RC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2024,Ford,Ranger,,Double Cab,V-Bed,FORD-RNG-24-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2019,Ford,Ranger,,Double Cab,V-Bed,FORD-RNG-19-23-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,Ford,Ranger,,Double Cab,V-Bed,FORD-RNG-19-23-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2021,Ford,Ranger,,Double Cab,V-Bed,FORD-RNG-19-23-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2022,Ford,Ranger,,Double Cab,V-Bed,FORD-RNG-19-23-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Ford,Ranger,,Double Cab,V-Bed,FORD-RNG-19-23-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2019,Ford,Ranger,,Double Cab,Short Bed,FORD-RNG-19-23-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,Ford,Ranger,,Double Cab,Short Bed,FORD-RNG-19-23-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2021,Ford,Ranger,,Double Cab,Short Bed,FORD-RNG-19-23-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2022,Ford,Ranger,,Double Cab,Short Bed,FORD-RNG-19-23-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Ford,Ranger,,Double Cab,Short Bed,FORD-RNG-19-23-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
1993,Ford,Ranger,,Extended Cab,Short Bed,FORD-RNG-93-11-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
1994,Ford,Ranger,,Extended Cab,Short Bed,FORD-RNG-93-11-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
1995,Ford,Ranger,,Extended Cab,Short Bed,FORD-RNG-93-11-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
1996,Ford,Ranger,,Extended Cab,Short Bed,FORD-RNG-93-11-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
1997,Ford,Ranger,,Extended Cab,Short Bed,FORD-RNG-93-11-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
1998,Ford,Ranger,,Extended Cab,Short Bed,FORD-RNG-93-11-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
1999,Ford,Ranger,,Extended Cab,Short Bed,FORD-RNG-93-11-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2000,Ford,Ranger,,Extended Cab,Short Bed,FORD-RNG-93-11-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2001,Ford,Ranger,,Extended Cab,Short Bed,FORD-RNG-93-11-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2002,Ford,Ranger,,Extended Cab,Short Bed,FORD-RNG-93-11-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2003,Ford,Ranger,,Extended Cab,Short Bed,FORD-RNG-93-11-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2004,Ford,Ranger,,Extended Cab,Short Bed,FORD-RNG-93-11-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2005,Ford,Ranger,,Extended Cab,Short Bed,FORD-RNG-93-11-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2006,Ford,Ranger,,Extended Cab,Short Bed,FORD-RNG-93-11-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2007,Ford,Ranger,,Extended Cab,Short Bed,FORD-RNG-93-11-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2008,Ford,Ranger,,Extended Cab,Short Bed,FORD-RNG-93-11-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,Ford,Ranger,,Extended Cab,Short Bed,FORD-RNG-93-11-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Ford,Ranger,,Extended Cab,Short Bed,FORD-RNG-93-11-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Ford,Ranger,,Extended Cab,Short Bed,FORD-RNG-93-11-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2022,Toyota,Tundra,,Double Cab,V-Bed,TOY-TUN-22-24-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Toyota,Tundra,,Double Cab,V-Bed,TOY-TUN-22-24-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2024,Toyota,Tundra,,Double Cab,V-Bed,TOY-TUN-22-24-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2022,Toyota,Tundra,,Double Cab,Short Bed,TOY-TUN-22-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Toyota,Tundra,,Double Cab,Short Bed,TOY-TUN-22-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2024,Toyota,Tundra,,Double Cab,Short Bed,TOY-TUN-22-24-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2022,Toyota,Tundra,,Double Cab,Long Bed,TOY-TUN-22-24-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Toyota,Tundra,,Double Cab,Long Bed,TOY-TUN-22-24-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2024,Toyota,Tundra,,Double Cab,Long Bed,TOY-TUN-22-24-DC-LONGBE,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2014,Toyota,Tundra,,Double Cab,V-Bed,TOY-TUN-14-21-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,Toyota,Tundra,,Double Cab,V-Bed,TOY-TUN-14-21-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,Toyota,Tundra,,Double Cab,V-Bed,TOY-TUN-14-21-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,Toyota,Tundra,,Double Cab,V-Bed,TOY-TUN-14-21-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,Toyota,Tundra,,Double Cab,V-Bed,TOY-TUN-14-21-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2019,Toyota,Tundra,,Double Cab,V-Bed,TOY-TUN-14-21-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,Toyota,Tundra,,Double Cab,V-Bed,TOY-TUN-14-21-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2021,Toyota,Tundra,,Double Cab,V-Bed,TOY-TUN-14-21-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2014,Toyota,Tundra,,Double Cab,Short Bed,TOY-TUN-14-21-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2015,Toyota,Tundra,,Double Cab,Short Bed,TOY-TUN-14-21-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,Toyota,Tundra,,Double Cab,Short Bed,TOY-TUN-14-21-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,Toyota,Tundra,,Double Cab,Short Bed,TOY-TUN-14-21-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,Toyota,Tundra,,Double Cab,Short Bed,TOY-TUN-14-21-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2019,Toyota,Tundra,,Double Cab,Short Bed,TOY-TUN-14-21-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,Toyota,Tundra,,Double Cab,Short Bed,TOY-TUN-14-21-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2021,Toyota,Tundra,,Double Cab,Short Bed,TOY-TUN-14-21-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2007,Toyota,Tundra,,Double Cab,V-Bed,TOY-TUN-07-13-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2008,Toyota,Tundra,,Double Cab,V-Bed,TOY-TUN-07-13-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,Toyota,Tundra,,Double Cab,V-Bed,TOY-TUN-07-13-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Toyota,Tundra,,Double Cab,V-Bed,TOY-TUN-07-13-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Toyota,Tundra,,Double Cab,V-Bed,TOY-TUN-07-13-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,Toyota,Tundra,,Double Cab,V-Bed,TOY-TUN-07-13-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,Toyota,Tundra,,Double Cab,V-Bed,TOY-TUN-07-13-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2007,Toyota,Tundra,,Regular Cab,Short Bed,TOY-TUN-07-13-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2008,Toyota,Tundra,,Regular Cab,Short Bed,TOY-TUN-07-13-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,Toyota,Tundra,,Regular Cab,Short Bed,TOY-TUN-07-13-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Toyota,Tundra,,Regular Cab,Short Bed,TOY-TUN-07-13-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Toyota,Tundra,,Regular Cab,Short Bed,TOY-TUN-07-13-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,Toyota,Tundra,,Regular Cab,Short Bed,TOY-TUN-07-13-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,Toyota,Tundra,,Regular Cab,Short Bed,TOY-TUN-07-13-RC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2007,Toyota,Tundra,,Double Cab,Short Bed,TOY-TUN-07-13-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2008,Toyota,Tundra,,Double Cab,Short Bed,TOY-TUN-07-13-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2009,Toyota,Tundra,,Double Cab,Short Bed,TOY-TUN-07-13-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2010,Toyota,Tundra,,Double Cab,Short Bed,TOY-TUN-07-13-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2011,Toyota,Tundra,,Double Cab,Short Bed,TOY-TUN-07-13-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2012,Toyota,Tundra,,Double Cab,Short Bed,TOY-TUN-07-13-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2013,Toyota,Tundra,,Double Cab,Short Bed,TOY-TUN-07-13-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2004,Toyota,Tundra,,Double Cab,Short Bed,TOY-TUN-04-06-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2005,Toyota,Tundra,,Double Cab,Short Bed,TOY-TUN-04-06-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2006,Toyota,Tundra,,Double Cab,Short Bed,TOY-TUN-04-06-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2001,Toyota,Tundra,,Extended Cab,Short Bed,TOY-TUN-01-06-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2002,Toyota,Tundra,,Extended Cab,Short Bed,TOY-TUN-01-06-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2003,Toyota,Tundra,,Extended Cab,Short Bed,TOY-TUN-01-06-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2004,Toyota,Tundra,,Extended Cab,Short Bed,TOY-TUN-01-06-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2005,Toyota,Tundra,,Extended Cab,Short Bed,TOY-TUN-01-06-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2006,Toyota,Tundra,,Extended Cab,Short Bed,TOY-TUN-01-06-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2000,Toyota,Tundra,,Extended Cab,Short Bed,TOY-TUN-00-XC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2024,Toyota,Tacoma,,Double Cab,V-Bed,TOY-TAC-24P-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2025,Toyota,Tacoma,,Double Cab,V-Bed,TOY-TAC-24P-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2024,Toyota,Tacoma,,Double Cab,Short Bed,TOY-TAC-24P-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2025,Toyota,Tacoma,,Double Cab,Short Bed,TOY-TAC-24P-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,Toyota,Tacoma,,Double Cab,V-Bed,TOY-TAC-16-23-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,Toyota,Tacoma,,Double Cab,V-Bed,TOY-TAC-16-23-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,Toyota,Tacoma,,Double Cab,V-Bed,TOY-TAC-16-23-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2019,Toyota,Tacoma,,Double Cab,V-Bed,TOY-TAC-16-23-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,Toyota,Tacoma,,Double Cab,V-Bed,TOY-TAC-16-23-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2021,Toyota,Tacoma,,Double Cab,V-Bed,TOY-TAC-16-23-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2022,Toyota,Tacoma,,Double Cab,V-Bed,TOY-TAC-16-23-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2023,Toyota,Tacoma,,Double Cab,V-Bed,TOY-TAC-16-23-DC-VBED,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2016,Toyota,Tacoma,,Double Cab,Short Bed,TOY-TAC-16-23-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2017,Toyota,Tacoma,,Double Cab,Short Bed,TOY-TAC-16-23-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2018,Toyota,Tacoma,,Double Cab,Short Bed,TOY-TAC-16-23-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2019,Toyota,Tacoma,,Double Cab,Short Bed,TOY-TAC-16-23-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2020,Toyota,Tacoma,,Double Cab,Short Bed,TOY-TAC-16-23-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2021,Toyota,Tacoma,,Double Cab,Short Bed,TOY-TAC-16-23-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
2022,Toyota,Tacoma,,Double Cab,Short Bed,TOY-TAC-16-23-DC-SHORTB,partial,partial,,data/sources/snugpro_2025-03-07.pdf
