year,make,model,cab_style,bed_length_label,platform_id
2022,Ram,1500,,"80""",leer_80dr09
2023,Ram,1500,,"80""",leer_80dr09
2024,Ram,1500,,"80""",leer_80dr09
2025,Ram,1500,,"80""",leer_80dr09
2009,Ram,1500,Quad Cab,"64""",leer_64drqc09_d
2010,Ram,1500,Quad Cab,"64""",leer_64drqc09_d
2011,Ram,1500,Quad Cab,"64""",leer_64drqc09_d
2012,Ram,1500,Quad Cab,"64""",leer_64drqc09_d
2013,Ram,1500,Quad Cab,"64""",leer_64drqc09_d
2014,Ram,1500,Quad Cab,"64""",leer_64drqc09_d
2015,Ram,1500,Quad Cab,"64""",leer_64drqc09_d
2016,Ram,1500,Quad Cab,"64""",leer_64drqc09_d
2017,Ram,1500,Quad Cab,"64""",leer_64drqc09_d
2018,Ram,1500,Quad Cab,"64""",leer_64drqc09_d
2010,Ram,1500,,"64""",leer_64dr09_d
2011,Ram,1500,,"64""",leer_64dr09_d
2012,Ram,1500,,"64""",leer_64dr09_d
2013,Ram,1500,,"64""",leer_64dr09_d
2014,Ram,1500,,"64""",leer_64dr09_d
2015,Ram,1500,,"64""",leer_64dr09_d
2016,Ram,1500,,"64""",leer_64dr09_d
2017,Ram,1500,,"64""",leer_64dr09_d
2018,Ram,1500,,"64""",leer_64dr09_d
2010,Ram,1500,,"80""",leer_80dr09_d
2011,Ram,1500,,"80""",leer_80dr09_d
2012,Ram,1500,,"80""",leer_80dr09_d
2013,Ram,1500,,"80""",leer_80dr09_d
2014,Ram,1500,,"80""",leer_80dr09_d
2015,Ram,1500,,"80""",leer_80dr09_d
2016,Ram,1500,,"80""",leer_80dr09_d
2017,Ram,1500,,"80""",leer_80dr09_d
2018,Ram,1500,,"80""",leer_80dr09_d
2019,Ram,1500,,"80""",leer_80dr09_d
2020,Ram,1500,,"80""",leer_80dr09_d
2021,Ram,1500,,"80""",leer_80dr09_d
2022,Ram,1500,,"80""",leer_80dr09_d
2023,Ram,1500,,"80""",leer_80dr09_d
2024,Ram,1500,,"80""",leer_80dr09_d
2025,Ram,1500,,"80""",leer_80dr09_d
2002,Ram,1500,,"65""",leer_65dr
2003,Ram,1500,,"65""",leer_65dr
2004,Ram,1500,,"65""",leer_65dr
2005,Ram,1500,,"65""",leer_65dr
2006,Ram,1500,,"65""",leer_65dr
2007,Ram,1500,,"65""",leer_65dr
2008,Ram,1500,,"65""",leer_65dr
2009,Ram,1500,,"65""",leer_65dr
2002,Ram,1500,,"79""",leer_8dr
2003,Ram,1500,,"79""",leer_8dr
2004,Ram,1500,,"79""",leer_8dr
2005,Ram,1500,,"79""",leer_8dr
2006,Ram,1500,,"79""",leer_8dr
2007,Ram,1500,,"79""",leer_8dr
2008,Ram,1500,,"79""",leer_8dr
2009,Ram,1500,,"79""",leer_8dr
2008,Dodge,Dakota,,"67""",leer_67ddt
2008,Dodge,Dakota,,"81""",leer_81ddt
2005,Dodge,Dakota,,"67""",leer_67dd
2006,Dodge,Dakota,,"67""",leer_67dd
2007,Dodge,Dakota,,"67""",leer_67dd
2008,Dodge,Dakota,,"67""",leer_67dd
2009,Dodge,Dakota,,"67""",leer_67dd
2010,Dodge,Dakota,,"67""",leer_67dd
2011,Dodge,Dakota,,"67""",leer_67dd
2005,Dodge,Dakota,,"81""",leer_81dd
2006,Dodge,Dakota,,"81""",leer_81dd
2007,Dodge,Dakota,,"81""",leer_81dd
2008,Dodge,Dakota,,"81""",leer_81dd
2009,Dodge,Dakota,,"81""",leer_81dd
2010,Dodge,Dakota,,"81""",leer_81dd
2011,Dodge,Dakota,,"81""",leer_81dd
1997,Dodge,Dakota,,"81""",leer_81dk
1998,Dodge,Dakota,,"81""",leer_81dk
1999,Dodge,Dakota,,"81""",leer_81dk
2000,Dodge,Dakota,,"81""",leer_81dk
2001,Dodge,Dakota,,"81""",leer_81dk
2002,Dodge,Dakota,,"81""",leer_81dk
2003,Dodge,Dakota,,"81""",leer_81dk
2004,Dodge,Dakota,,"81""",leer_81dk
2020,Jeep,Gladiator,,"50""",leer_50jg20
2021,Jeep,Gladiator,,"50""",leer_50jg20
2022,Jeep,Gladiator,,"50""",leer_50jg20
2023,Jeep,Gladiator,,"50""",leer_50jg20
2024,Jeep,Gladiator,,"50""",leer_50jg20
2020,GMC,Sierra,,"67""",leer_67go20_h
2021,GMC,Sierra,,"67""",leer_67go20_h
2022,GMC,Sierra,,"67""",leer_67go20_h
2023,GMC,Sierra,,"67""",leer_67go20_h
2024,GMC,Sierra,,"67""",leer_67go20_h
2025,GMC,Sierra,,"67""",leer_67go20_h
2020,GMC,Sierra,,"80""",leer_80go20_h
2021,GMC,Sierra,,"80""",leer_80go20_h
2022,GMC,Sierra,,"80""",leer_80go20_h
2023,GMC,Sierra,,"80""",leer_80go20_h
2024,GMC,Sierra,,"80""",leer_80go20_h
2025,GMC,Sierra,,"80""",leer_80go20_h
2020,GMC,Sierra,,"67""",leer_67go20_hm
2021,GMC,Sierra,,"67""",leer_67go20_hm
2022,GMC,Sierra,,"67""",leer_67go20_hm
2023,GMC,Sierra,,"67""",leer_67go20_hm
2024,GMC,Sierra,,"67""",leer_67go20_hm
2025,GMC,Sierra,,"67""",leer_67go20_hm
2020,GMC,Sierra,,"80""",leer_80go20_hm
2021,GMC,Sierra,,"80""",leer_80go20_hm
2022,GMC,Sierra,,"80""",leer_80go20_hm
2023,GMC,Sierra,,"80""",leer_80go20_hm
2024,GMC,Sierra,,"80""",leer_80go20_hm
2025,GMC,Sierra,,"80""",leer_80go20_hm
2019,Chevrolet,Silverado,,"58""",leer_58gso19
2020,Chevrolet,Silverado,,"58""",leer_58gso19
2021,Chevrolet,Silverado,,"58""",leer_58gso19
2022,Chevrolet,Silverado,,"58""",leer_58gso19
2023,Chevrolet,Silverado,,"58""",leer_58gso19
2024,Chevrolet,Silverado,,"58""",leer_58gso19
2025,Chevrolet,Silverado,,"58""",leer_58gso19
2019,Chevrolet,Silverado,,"66""",leer_66gso19
2020,Chevrolet,Silverado,,"66""",leer_66gso19
2021,Chevrolet,Silverado,,"66""",leer_66gso19
2022,Chevrolet,Silverado,,"66""",leer_66gso19
2023,Chevrolet,Silverado,,"66""",leer_66gso19
2024,Chevrolet,Silverado,,"66""",leer_66gso19
2025,Chevrolet,Silverado,,"66""",leer_66gso19
2019,Chevrolet,Silverado,,"80""",leer_80gso19
2020,Chevrolet,Silverado,,"80""",leer_80gso19
2021,Chevrolet,Silverado,,"80""",leer_80gso19
2022,Chevrolet,Silverado,,"80""",leer_80gso19
2023,Chevrolet,Silverado,,"80""",leer_80gso19
2024,Chevrolet,Silverado,,"80""",leer_80gso19
2025,Chevrolet,Silverado,,"80""",leer_80gso19
2019,Chevrolet,Silverado,,"58""",leer_58gso19m
2020,Chevrolet,Silverado,,"58""",leer_58gso19m
2021,Chevrolet,Silverado,,"58""",leer_58gso19m
2022,Chevrolet,Silverado,,"58""",leer_58gso19m
2023,Chevrolet,Silverado,,"58""",leer_58gso19m
2024,Chevrolet,Silverado,,"58""",leer_58gso19m
2025,Chevrolet,Silverado,,"58""",leer_58gso19m
2019,Chevrolet,Silverado,,"66""",leer_66gso19m
2020,Chevrolet,Silverado,,"66""",leer_66gso19m
2021,Chevrolet,Silverado,,"66""",leer_66gso19m
2022,Chevrolet,Silverado,,"66""",leer_66gso19m
2023,Chevrolet,Silverado,,"66""",leer_66gso19m
2024,Chevrolet,Silverado,,"66""",leer_66gso19m
2025,Chevrolet,Silverado,,"66""",leer_66gso19m
2019,Chevrolet,Silverado,,"80""",leer_80gso19m
2020,Chevrolet,Silverado,,"80""",leer_80gso19m
2021,Chevrolet,Silverado,,"80""",leer_80gso19m
2022,Chevrolet,Silverado,,"80""",leer_80gso19m
2023,Chevrolet,Silverado,,"80""",leer_80gso19m
2024,Chevrolet,Silverado,,"80""",leer_80gso19m
2025,Chevrolet,Silverado,,"80""",leer_80gso19m
2020,GMC,Sierra,,"67""",leer_67ga20_h
2021,GMC,Sierra,,"67""",leer_67ga20_h
2022,GMC,Sierra,,"67""",leer_67ga20_h
2023,GMC,Sierra,,"67""",leer_67ga20_h
2024,GMC,Sierra,,"67""",leer_67ga20_h
2025,GMC,Sierra,,"67""",leer_67ga20_h
2020,GMC,Sierra,,"80""",leer_80ga20_h
2021,GMC,Sierra,,"80""",leer_80ga20_h
2022,GMC,Sierra,,"80""",leer_80ga20_h
2023,GMC,Sierra,,"80""",leer_80ga20_h
2024,GMC,Sierra,,"80""",leer_80ga20_h
2025,GMC,Sierra,,"80""",leer_80ga20_h
2020,GMC,Sierra,,"67""",leer_67ga20_hm
2021,GMC,Sierra,,"67""",leer_67ga20_hm
2022,GMC,Sierra,,"67""",leer_67ga20_hm
2023,GMC,Sierra,,"67""",leer_67ga20_hm
2024,GMC,Sierra,,"67""",leer_67ga20_hm
2025,GMC,Sierra,,"67""",leer_67ga20_hm
2020,GMC,Sierra,,"80""",leer_80ga20_hm
2021,GMC,Sierra,,"80""",leer_80ga20_hm
2022,GMC,Sierra,,"80""",leer_80ga20_hm
2023,GMC,Sierra,,"80""",leer_80ga20_hm
2024,GMC,Sierra,,"80""",leer_80ga20_hm
2025,GMC,Sierra,,"80""",leer_80ga20_hm
2019,Chevrolet,Silverado,,"58""",leer_58gsa19
2020,Chevrolet,Silverado,,"58""",leer_58gsa19
2021,Chevrolet,Silverado,,"58""",leer_58gsa19
2022,Chevrolet,Silverado,,"58""",leer_58gsa19
2023,Chevrolet,Silverado,,"58""",leer_58gsa19
2024,Chevrolet,Silverado,,"58""",leer_58gsa19
2025,Chevrolet,Silverado,,"58""",leer_58gsa19
2019,Chevrolet,Silverado,,"66""",leer_66gsa19
2020,Chevrolet,Silverado,,"66""",leer_66gsa19
2021,Chevrolet,Silverado,,"66""",leer_66gsa19
2022,Chevrolet,Silverado,,"66""",leer_66gsa19
2023,Chevrolet,Silverado,,"66""",leer_66gsa19
2024,Chevrolet,Silverado,,"66""",leer_66gsa19
2025,Chevrolet,Silverado,,"66""",leer_66gsa19
2019,Chevrolet,Silverado,,"80""",leer_80gsa19
2020,Chevrolet,Silverado,,"80""",leer_80gsa19
2021,Chevrolet,Silverado,,"80""",leer_80gsa19
2022,Chevrolet,Silverado,,"80""",leer_80gsa19
2023,Chevrolet,Silverado,,"80""",leer_80gsa19
2024,Chevrolet,Silverado,,"80""",leer_80gsa19
2025,Chevrolet,Silverado,,"80""",leer_80gsa19
2019,Chevrolet,Silverado,,"58""",leer_58gsa19m
2020,Chevrolet,Silverado,,"58""",leer_58gsa19m
2021,Chevrolet,Silverado,,"58""",leer_58gsa19m
2022,Chevrolet,Silverado,,"58""",leer_58gsa19m
2023,Chevrolet,Silverado,,"58""",leer_58gsa19m
2024,Chevrolet,Silverado,,"58""",leer_58gsa19m
2025,Chevrolet,Silverado,,"58""",leer_58gsa19m
2019,Chevrolet,Silverado,,"66""",leer_66gsa19m
2020,Chevrolet,Silverado,,"66""",leer_66gsa19m
2021,Chevrolet,Silverado,,"66""",leer_66gsa19m
2022,Chevrolet,Silverado,,"66""",leer_66gsa19m
2023,Chevrolet,Silverado,,"66""",leer_66gsa19m
2024,Chevrolet,Silverado,,"66""",leer_66gsa19m
2025,Chevrolet,Silverado,,"66""",leer_66gsa19m
2014,Chevrolet,Silverado,,"66""",leer_66gs14
2015,Chevrolet,Silverado,,"66""",leer_66gs14
2016,Chevrolet,Silverado,,"66""",leer_66gs14
2017,Chevrolet,Silverado,,"66""",leer_66gs14
2018,Chevrolet,Silverado,,"66""",leer_66gs14
2014,Chevrolet,Silverado,,"80""",leer_80gs14
2015,Chevrolet,Silverado,,"80""",leer_80gs14
2016,Chevrolet,Silverado,,"80""",leer_80gs14
2017,Chevrolet,Silverado,,"80""",leer_80gs14
2018,Chevrolet,Silverado,,"80""",leer_80gs14
2015,Chevrolet,Silverado,,"80""",leer_80gsd15
2016,Chevrolet,Silverado,,"80""",leer_80gsd15
2017,Chevrolet,Silverado,,"80""",leer_80gsd15
2018,Chevrolet,Silverado,,"80""",leer_80gsd15
2019,Chevrolet,Silverado,,"80""",leer_80gsd15
2014,Chevrolet,Silverado,,"58""",leer_58gs14
2015,Chevrolet,Silverado,,"58""",leer_58gs14
2016,Chevrolet,Silverado,,"58""",leer_58gs14
2017,Chevrolet,Silverado,,"58""",leer_58gs14
2018,Chevrolet,Silverado,,"58""",leer_58gs14
2007,Chevrolet,Silverado,,"58""",leer_58gso
2008,Chevrolet,Silverado,,"58""",leer_58gso
2009,Chevrolet,Silverado,,"58""",leer_58gso
2010,Chevrolet,Silverado,,"58""",leer_58gso
2011,Chevrolet,Silverado,,"58""",leer_58gso
2012,Chevrolet,Silverado,,"58""",leer_58gso
2013,Chevrolet,Silverado,,"58""",leer_58gso
2007,Chevrolet,Silverado,Crew Cab,"58""",leer_58gsocc
2008,Chevrolet,Silverado,Crew Cab,"58""",leer_58gsocc
2009,Chevrolet,Silverado,Crew Cab,"58""",leer_58gsocc
2010,Chevrolet,Silverado,Crew Cab,"58""",leer_58gsocc
2011,Chevrolet,Silverado,Crew Cab,"58""",leer_58gsocc
2012,Chevrolet,Silverado,Crew Cab,"58""",leer_58gsocc
2013,Chevrolet,Silverado,Crew Cab,"58""",leer_58gsocc
2007,Chevrolet,Silverado,,"65""",leer_65gso
2008,Chevrolet,Silverado,,"65""",leer_65gso
2009,Chevrolet,Silverado,,"65""",leer_65gso
2010,Chevrolet,Silverado,,"65""",leer_65gso
2011,Chevrolet,Silverado,,"65""",leer_65gso
2012,Chevrolet,Silverado,,"65""",leer_65gso
2013,Chevrolet,Silverado,,"65""",leer_65gso
2007,Chevrolet,Silverado,Crew Cab,"65""",leer_65gsocc
2008,Chevrolet,Silverado,Crew Cab,"65""",leer_65gsocc
2009,Chevrolet,Silverado,Crew Cab,"65""",leer_65gsocc
2010,Chevrolet,Silverado,Crew Cab,"65""",leer_65gsocc
2011,Chevrolet,Silverado,Crew Cab,"65""",leer_65gsocc
2012,Chevrolet,Silverado,Crew Cab,"65""",leer_65gsocc
2013,Chevrolet,Silverado,Crew Cab,"65""",leer_65gsocc
2007,Chevrolet,Silverado,,"79""",leer_8gso
2008,Chevrolet,Silverado,,"79""",leer_8gso
2009,Chevrolet,Silverado,,"79""",leer_8gso
2010,Chevrolet,Silverado,,"79""",leer_8gso
2011,Chevrolet,Silverado,,"79""",leer_8gso
2012,Chevrolet,Silverado,,"79""",leer_8gso
2013,Chevrolet,Silverado,,"79""",leer_8gso
2007,Chevrolet,Silverado,Crew Cab,"79""",leer_8gsocc
2008,Chevrolet,Silverado,Crew Cab,"79""",leer_8gsocc
2009,Chevrolet,Silverado,Crew Cab,"79""",leer_8gsocc
2010,Chevrolet,Silverado,Crew Cab,"79""",leer_8gsocc
2011,Chevrolet,Silverado,Crew Cab,"79""",leer_8gsocc
2012,Chevrolet,Silverado,Crew Cab,"79""",leer_8gsocc
2013,Chevrolet,Silverado,Crew Cab,"79""",leer_8gsocc
2007,Chevrolet,Silverado,,"79""",leer_8gsd
2008,Chevrolet,Silverado,,"79""",leer_8gsd
2009,Chevrolet,Silverado,,"79""",leer_8gsd
2010,Chevrolet,Silverado,,"79""",leer_8gsd
2011,Chevrolet,Silverado,,"79""",leer_8gsd
2012,Chevrolet,Silverado,,"79""",leer_8gsd
2013,Chevrolet,Silverado,,"79""",leer_8gsd
2014,Chevrolet,Silverado,,"79""",leer_8gsd
2007,Chevrolet,Silverado,,"58""",leer_58gsa
2008,Chevrolet,Silverado,,"58""",leer_58gsa
2009,Chevrolet,Silverado,,"58""",leer_58gsa
2010,Chevrolet,Silverado,,"58""",leer_58gsa
2011,Chevrolet,Silverado,,"58""",leer_58gsa
2012,Chevrolet,Silverado,,"58""",leer_58gsa
2013,Chevrolet,Silverado,,"58""",leer_58gsa
2007,Chevrolet,Silverado,Crew Cab,"58""",leer_58gsacc
2008,Chevrolet,Silverado,Crew Cab,"58""",leer_58gsacc
2009,Chevrolet,Silverado,Crew Cab,"58""",leer_58gsacc
2010,Chevrolet,Silverado,Crew Cab,"58""",leer_58gsacc
2011,Chevrolet,Silverado,Crew Cab,"58""",leer_58gsacc
2012,Chevrolet,Silverado,Crew Cab,"58""",leer_58gsacc
2013,Chevrolet,Silverado,Crew Cab,"58""",leer_58gsacc
2007,Chevrolet,Silverado,,"65""",leer_65gsa
2008,Chevrolet,Silverado,,"65""",leer_65gsa
2009,Chevrolet,Silverado,,"65""",leer_65gsa
2010,Chevrolet,Silverado,,"65""",leer_65gsa
2011,Chevrolet,Silverado,,"65""",leer_65gsa
2012,Chevrolet,Silverado,,"65""",leer_65gsa
2013,Chevrolet,Silverado,,"65""",leer_65gsa
2007,Chevrolet,Silverado,Crew Cab,"65""",leer_65gsacc
2008,Chevrolet,Silverado,Crew Cab,"65""",leer_65gsacc
2009,Chevrolet,Silverado,Crew Cab,"65""",leer_65gsacc
2010,Chevrolet,Silverado,Crew Cab,"65""",leer_65gsacc
2011,Chevrolet,Silverado,Crew Cab,"65""",leer_65gsacc
2012,Chevrolet,Silverado,Crew Cab,"65""",leer_65gsacc
2013,Chevrolet,Silverado,Crew Cab,"65""",leer_65gsacc
2007,Chevrolet,Silverado,,"79""",leer_8gsa
2008,Chevrolet,Silverado,,"79""",leer_8gsa
2009,Chevrolet,Silverado,,"79""",leer_8gsa
2010,Chevrolet,Silverado,,"79""",leer_8gsa
2011,Chevrolet,Silverado,,"79""",leer_8gsa
2012,Chevrolet,Silverado,,"79""",leer_8gsa
2013,Chevrolet,Silverado,,"79""",leer_8gsa
1999,Chevrolet,Silverado,,"79""",leer_8gmt
2000,Chevrolet,Silverado,,"79""",leer_8gmt
2001,Chevrolet,Silverado,,"79""",leer_8gmt
2002,Chevrolet,Silverado,,"79""",leer_8gmt
2003,Chevrolet,Silverado,,"79""",leer_8gmt
2004,Chevrolet,Silverado,,"79""",leer_8gmt
2005,Chevrolet,Silverado,,"79""",leer_8gmt
2006,Chevrolet,Silverado,,"79""",leer_8gmt
1999,Chevrolet,Silverado,,"65""",leer_65gmt
2000,Chevrolet,Silverado,,"65""",leer_65gmt
2001,Chevrolet,Silverado,,"65""",leer_65gmt
2002,Chevrolet,Silverado,,"65""",leer_65gmt
2003,Chevrolet,Silverado,,"65""",leer_65gmt
2004,Chevrolet,Silverado,,"65""",leer_65gmt
2005,Chevrolet,Silverado,,"65""",leer_65gmt
2006,Chevrolet,Silverado,,"65""",leer_65gmt
2004,Chevrolet,Silverado,,"58""",leer_58gmtw
2005,Chevrolet,Silverado,,"58""",leer_58gmtw
2006,Chevrolet,Silverado,,"58""",leer_58gmtw
2004,Chevrolet,Silverado,,"58""",leer_58gmt
2005,Chevrolet,Silverado,,"58""",leer_58gmt
2006,Chevrolet,Silverado,,"58""",leer_58gmt
2001,Chevrolet,Silverado,Crew Cab,"65""",leer_65gmtcc
2002,Chevrolet,Silverado,Crew Cab,"65""",leer_65gmtcc
2003,Chevrolet,Silverado,Crew Cab,"65""",leer_65gmtcc
2004,Chevrolet,Silverado,Crew Cab,"65""",leer_65gmtcc
2005,Chevrolet,Silverado,Crew Cab,"65""",leer_65gmtcc
2001,Chevrolet,Silverado,,"79""",leer_8gmthdd
2002,Chevrolet,Silverado,,"79""",leer_8gmthdd
2003,Chevrolet,Silverado,,"79""",leer_8gmthdd
2004,Chevrolet,Silverado,,"79""",leer_8gmthdd
2005,Chevrolet,Silverado,,"79""",leer_8gmthdd
2006,Chevrolet,Silverado,,"79""",leer_8gmthdd
2023,Chevrolet,Colorado,,"52""",leer_52gl23
2024,Chevrolet,Colorado,,"52""",leer_52gl23
2025,Chevrolet,Colorado,,"52""",leer_52gl23
2023,GMC,Canyon,,"52""",leer_52gn23
2024,GMC,Canyon,,"52""",leer_52gn23
2025,GMC,Canyon,,"52""",leer_52gn23
2015,Chevrolet,Colorado,,"52""",leer_52gc15
2016,Chevrolet,Colorado,,"52""",leer_52gc15
2017,Chevrolet,Colorado,,"52""",leer_52gc15
2018,Chevrolet,Colorado,,"52""",leer_52gc15
2019,Chevrolet,Colorado,,"52""",leer_52gc15
2020,Chevrolet,Colorado,,"52""",leer_52gc15
2021,Chevrolet,Colorado,,"52""",leer_52gc15
2022,Chevrolet,Colorado,,"52""",leer_52gc15
2015,Chevrolet,Colorado,Crew Cab,"62""",leer_62gccc15
2016,Chevrolet,Colorado,Crew Cab,"62""",leer_62gccc15
2017,Chevrolet,Colorado,Crew Cab,"62""",leer_62gccc15
2018,Chevrolet,Colorado,Crew Cab,"62""",leer_62gccc15
2019,Chevrolet,Colorado,Crew Cab,"62""",leer_62gccc15
2020,Chevrolet,Colorado,Crew Cab,"62""",leer_62gccc15
2021,Chevrolet,Colorado,Crew Cab,"62""",leer_62gccc15
2022,Chevrolet,Colorado,Crew Cab,"62""",leer_62gccc15
2015,Chevrolet,Colorado,,"62""",leer_62gc15
2016,Chevrolet,Colorado,,"62""",leer_62gc15
2017,Chevrolet,Colorado,,"62""",leer_62gc15
2018,Chevrolet,Colorado,,"62""",leer_62gc15
2019,Chevrolet,Colorado,,"62""",leer_62gc15
2020,Chevrolet,Colorado,,"62""",leer_62gc15
2021,Chevrolet,Colorado,,"62""",leer_62gc15
2022,Chevrolet,Colorado,,"62""",leer_62gc15
