fits_platform_id,topper_brand,topper_model_series,fit_type,wrap_type,has_skirted_sides,door_type,clamp_type_required,bed_size_class,camera_compatible,has_custom_fit,model_id_alias,fit_notes,confidence,verified_by,source_effective_date,topper_production_year_start,topper_production_year_end
leer_65ttdc,LEER,180,OEM,X,True,windoor,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_52tc24,LEER,100XQ,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_52tc24,LEER,100XL,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_52tc24,LEER,100XR,OEM,X,True,windoor,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_52tc24,LEER,100S,OEM,X,False,windoor_and_option2,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_52tc24,LEER,180,OEM,X,False,windoor_and_option2,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_62tc24,LEER,100XQ,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_62tc24,LEER,100XL,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_62tc24,LEER,100XR,OEM,X,True,windoor,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_62tc24,LEER,100S,OEM,X,False,windoor_and_option2,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_62tc24,LEER,180,OEM,X,False,windoor_and_option2,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_62tc16,LEER,100XQ,aliased,X,,,T,SC,,True,62TCDC16,,80,manufacturer,2025-01-24,,
leer_62tc16,LEER,100XL,aliased,X,,,T,SC,,True,62TCDC16,,80,manufacturer,2025-01-24,,
leer_62tc16,LEER,100XR,aliased,X,,,T,SC,,True,62TCDC16,,80,manufacturer,2025-01-24,,
leer_62tc16,LEER,100R,aliased,X,,,T,SC,,True,62TCDC16,,80,manufacturer,2025-01-24,,
leer_62tc16,LEER,Legend,aliased,X,,,T,SC,,True,62TCDC16,,80,manufacturer,2025-01-24,,
leer_62tc16,LEER,180,aliased,X,,,T,SC,,True,62TCDC16,,80,manufacturer,2025-01-24,,
leer_62tc16,LEER,122,OEM,X,True,windoor,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_62tc16,LEER,700,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_62tc16,LEER,550,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_62tcdc16,LEER,100XQ,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_62tcdc16,LEER,100XL,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_62tcdc16,LEER,100XR,OEM,X,True,windoor_and_option2,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_62tcdc16,LEER,100R,OEM,X,True,windoor_and_option2,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_62tcdc16,LEER,180,OEM,X,True,windoor_and_option2,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_62tcdc16,LEER,122,aliased,X,,,T,SC,,True,62TC16,,80,manufacturer,2025-01-24,,
leer_62tcdc16,LEER,700,aliased,X,,,T,SC,,True,62TC16,,80,manufacturer,2025-01-24,,
leer_62tcdc16,LEER,550,aliased,X,,,T,SC,,True,62TC16,,80,manufacturer,2025-01-24,,
leer_52tcdc16,LEER,100XQ,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_52tcdc16,LEER,100XL,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_52tcdc16,LEER,100XR,OEM,X,True,windoor_and_option2,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_52tcdc16,LEER,100R,OEM,X,True,windoor_and_option2,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_52tcdc16,LEER,180,OEM,X,True,windoor_and_option2,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_52tcdc16,LEER,700,aliased,X,,,T,SC,,True,52TC16,,80,manufacturer,2025-01-24,,
leer_52tcdc16,LEER,550,aliased,X,,,T,SC,,True,52TC16,,80,manufacturer,2025-01-24,,
leer_64tcdc,LEER,100XL,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_64tcdc,LEER,100XR,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_64tcdc,LEER,100R,OEM,X,True,windoor,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_64tcdc,LEER,Legend,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_64tcdc,LEER,180,OEM,X,True,windoor,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_77tcdc,LEER,100XL,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_77tcdc,LEER,100XR,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_77tcdc,LEER,100R,OEM,X,True,windoor_and_option2,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_77tcdc,LEER,Legend,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_77tcdc,LEER,180,OEM,X,True,windoor,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_77tc,LEER,100XL,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_77tc,LEER,100XR,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_77tc,LEER,100R,OEM,X,True,windoor_and_option2,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_77tc,LEER,Legend,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_77tc,LEER,180,OEM,X,True,windoor_and_option2,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_77tcr,LEER,100R,OEM,X,True,windoor_and_option2,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_77tcr,LEER,Legend,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_51hr17,LEER,100XL,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_51hr17,LEER,100XR,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_59hr,LEER,100XQ,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66nt16,LEER,100XL,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66nt16,LEER,100XR,OEM,X,True,windoor_and_option2,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66nt16,LEER,100R,OEM,X,True,windoor_and_option2,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_66nt16,LEER,Legend,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_56nt13,LEER,100R,OEM,X,True,windoor_and_option2,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_56nt13,LEER,Legend,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_65nt,LEER,100R,OEM,X,True,windoor_and_option2,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_65nt,LEER,Legend,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_55nt,LEER,100R,OEM,X,True,windoor_and_option2,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_55nt,LEER,Legend,OEM,X,True,,T,SF,,True,,,100,manufacturer,2025-01-24,,
leer_60nf22,LEER,100XL,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_60nf22,LEER,100XR,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_60nf22,LEER,100S,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_60nf22,LEER,700,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_50nf13,LEER,100XL,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_50nf13,LEER,100XR,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_50nf13,LEER,100R,OEM,X,True,windoor,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_50nf13,LEER,Legend,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_50nf13,LEER,180,OEM,X,True,windoor,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_61nf13,LEER,100XL,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_61nf13,LEER,100XR,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_61nf13,LEER,100R,OEM,X,True,windoor_and_option2,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_61nf13,LEER,Legend,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_61nf13,LEER,180,OEM,X,True,windoor_and_option2,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_62nf,LEER,100R,OEM,X,True,windoor,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_62nf,LEER,Legend,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_76nf,LEER,100R,OEM,X,True,windoor_and_option2,T,SC,,True,,,100,manufacturer,2025-01-24,,
leer_76nf,LEER,Legend,OEM,X,True,,T,SC,,True,,,100,manufacturer,2025-01-24,,
