year,make,model,trim,cab_style,bed_length_label,platform_id,vin_decodable_trim,vin_decodable_bed,notes,source_urls
2013,Toyota,Tacoma,,Double Cab,"64""",TOY-TAC-05-15-DC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2014,Toyota,Tacoma,,Double Cab,"64""",TOY-TAC-05-15-DC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2015,Toyota,Tacoma,,Double Cab,"64""",TOY-TAC-05-15-DC-64,partial,partial,,data/sources/ranch_fitment_guide.pdf
2005,Toyota,Tacoma,,Double Cab,"73.5""",TOY-TAC-05-15-DC-735,partial,partial,,data/sources/ranch_fitment_guide.pdf
2006,Toyota,Tacoma,,Double Cab,"73.5""",TOY-TAC-05-15-DC-735,partial,partial,,data/sources/ranch_fitment_guide.pdf
2007,Toyota,Tacoma,,Double Cab,"73.5""",TOY-TAC-05-15-DC-735,partial,partial,,data/sources/ranch_fitment_guide.pdf
2008,Toyota,Tacoma,,Double Cab,"73.5""",TOY-TAC-05-15-DC-735,partial,partial,,data/sources/ranch_fitment_guide.pdf
2009,Toyota,Tacoma,,Double Cab,"73.5""",TOY-TAC-05-15-DC-735,partial,partial,,data/sources/ranch_fitment_guide.pdf
2010,Toyota,Tacoma,,Double Cab,"73.5""",TOY-TAC-05-15-DC-735,partial,partial,,data/sources/ranch_fitment_guide.pdf
2011,Toyota,Tacoma,,Double Cab,"73.5""",TOY-TAC-05-15-DC-735,partial,partial,,data/sources/ranch_fitment_guide.pdf
2012,Toyota,Tacoma,,Double Cab,"73.5""",TOY-TAC-05-15-DC-735,partial,partial,,data/sources/ranch_fitment_guide.pdf
2013,Toyota,Tacoma,,Double Cab,"73.5""",TOY-TAC-05-15-DC-735,partial,partial,,data/sources/ranch_fitment_guide.pdf
2014,Toyota,Tacoma,,Double Cab,"73.5""",TOY-TAC-05-15-DC-735,partial,partial,,data/sources/ranch_fitment_guide.pdf
2015,Toyota,Tacoma,,Double Cab,"73.5""",TOY-TAC-05-15-DC-735,partial,partial,,data/sources/ranch_fitment_guide.pdf
2022,Nissan,Frontier,,,"59""",NIS-FRONT-22P-59,partial,partial,,data/sources/ranch_fitment_guide.pdf
2023,Nissan,Frontier,,,"59""",NIS-FRONT-22P-59,partial,partial,,data/sources/ranch_fitment_guide.pdf
2024,Nissan,Frontier,,,"59""",NIS-FRONT-22P-59,partial,partial,,data/sources/ranch_fitment_guide.pdf
2025,Nissan,Frontier,,,"59""",NIS-FRONT-22P-59,partial,partial,,data/sources/ranch_fitment_guide.pdf
2022,Nissan,Frontier,,,"73""",NIS-FRONT-22P-73,partial,partial,,data/sources/ranch_fitment_guide.pdf
2023,Nissan,Frontier,,,"73""",NIS-FRONT-22P-73,partial,partial,,data/sources/ranch_fitment_guide.pdf
2024,Nissan,Frontier,,,"73""",NIS-FRONT-22P-73,partial,partial,,data/sources/ranch_fitment_guide.pdf
2025,Nissan,Frontier,,,"73""",NIS-FRONT-22P-73,partial,partial,,data/sources/ranch_fitment_guide.pdf
2013,Nissan,Frontier,,,"58""",NIS-FRONT-13-21-58,partial,partial,,data/sources/ranch_fitment_guide.pdf
2014,Nissan,Frontier,,,"58""",NIS-FRONT-13-21-58,partial,partial,,data/sources/ranch_fitment_guide.pdf
2015,Nissan,Frontier,,,"58""",NIS-FRONT-13-21-58,partial,partial,,data/sources/ranch_fitment_guide.pdf
2016,Nissan,Frontier,,,"58""",NIS-FRONT-13-21-58,partial,partial,,data/sources/ranch_fitment_guide.pdf
2017,Nissan,Frontier,,,"58""",NIS-FRONT-13-21-58,partial,partial,,data/sources/ranch_fitment_guide.pdf
2018,Nissan,Frontier,,,"58""",NIS-FRONT-13-21-58,partial,partial,,data/sources/ranch_fitment_guide.pdf
2019,Nissan,Frontier,,,"58""",NIS-FRONT-13-21-58,partial,partial,,data/sources/ranch_fitment_guide.pdf
2020,Nissan,Frontier,,,"58""",NIS-FRONT-13-21-58,partial,partial,,data/sources/ranch_fitment_guide.pdf
2021,Nissan,Frontier,,,"58""",NIS-FRONT-13-21-58,partial,partial,,data/sources/ranch_fitment_guide.pdf
2013,Nissan,Frontier,,Crew Cab,"73""",NIS-FRONT-13-21-CC-73,partial,partial,,data/sources/ranch_fitment_guide.pdf
2014,Nissan,Frontier,,Crew Cab,"73""",NIS-FRONT-13-21-CC-73,partial,partial,,data/sources/ranch_fitment_guide.pdf
2015,Nissan,Frontier,,Crew Cab,"73""",NIS-FRONT-13-21-CC-73,partial,partial,,data/sources/ranch_fitment_guide.pdf
2016,Nissan,Frontier,,Crew Cab,"73""",NIS-FRONT-13-21-CC-73,partial,partial,,data/sources/ranch_fitment_guide.pdf
2017,Nissan,Frontier,,Crew Cab,"73""",NIS-FRONT-13-21-CC-73,partial,partial,,data/sources/ranch_fitment_guide.pdf
2018,Nissan,Frontier,,Crew Cab,"73""",NIS-FRONT-13-21-CC-73,partial,partial,,data/sources/ranch_fitment_guide.pdf
2019,Nissan,Frontier,,Crew Cab,"73""",NIS-FRONT-13-21-CC-73,partial,partial,,data/sources/ranch_fitment_guide.pdf
2020,Nissan,Frontier,,Crew Cab,"73""",NIS-FRONT-13-21-CC-73,partial,partial,,data/sources/ranch_fitment_guide.pdf
2021,Nissan,Frontier,,Crew Cab,"73""",NIS-FRONT-13-21-CC-73,partial,partial,,data/sources/ranch_fitment_guide.pdf
2005,Nissan,Frontier,,,"58""",NIS-FRONT-05-12-58,partial,partial,,data/sources/ranch_fitment_guide.pdf
2006,Nissan,Frontier,,,"58""",NIS-FRONT-05-12-58,partial,partial,,data/sources/ranch_fitment_guide.pdf
2007,Nissan,Frontier,,,"58""",NIS-FRONT-05-12-58,partial,partial,,data/sources/ranch_fitment_guide.pdf
2008,Nissan,Frontier,,,"58""",NIS-FRONT-05-12-58,partial,partial,,data/sources/ranch_fitment_guide.pdf
2009,Nissan,Frontier,,,"58""",NIS-FRONT-05-12-58,partial,partial,,data/sources/ranch_fitment_guide.pdf
2010,Nissan,Frontier,,,"58""",NIS-FRONT-05-12-58,partial,partial,,data/sources/ranch_fitment_guide.pdf
2011,Nissan,Frontier,,,"58""",NIS-FRONT-05-12-58,partial,partial,,data/sources/ranch_fitment_guide.pdf
2012,Nissan,Frontier,,,"58""",NIS-FRONT-05-12-58,partial,partial,,data/sources/ranch_fitment_guide.pdf
2005,Nissan,Frontier,,Crew Cab,"73""",NIS-FRONT-05-12-CC-73,partial,partial,,data/sources/ranch_fitment_guide.pdf
2006,Nissan,Frontier,,Crew Cab,"73""",NIS-FRONT-05-12-CC-73,partial,partial,,data/sources/ranch_fitment_guide.pdf
2007,Nissan,Frontier,,Crew Cab,"73""",NIS-FRONT-05-12-CC-73,partial,partial,,data/sources/ranch_fitment_guide.pdf
2008,Nissan,Frontier,,Crew Cab,"73""",NIS-FRONT-05-12-CC-73,partial,partial,,data/sources/ranch_fitment_guide.pdf
2009,Nissan,Frontier,,Crew Cab,"73""",NIS-FRONT-05-12-CC-73,partial,partial,,data/sources/ranch_fitment_guide.pdf
2010,Nissan,Frontier,,Crew Cab,"73""",NIS-FRONT-05-12-CC-73,partial,partial,,data/sources/ranch_fitment_guide.pdf
2011,Nissan,Frontier,,Crew Cab,"73""",NIS-FRONT-05-12-CC-73,partial,partial,,data/sources/ranch_fitment_guide.pdf
2012,Nissan,Frontier,,Crew Cab,"73""",NIS-FRONT-05-12-CC-73,partial,partial,,data/sources/ranch_fitment_guide.pdf
2020,Jeep,Gladiator,,,"60""",JEEP-GLAD-20P-60,partial,partial,,data/sources/ranch_fitment_guide.pdf
2021,Jeep,Gladiator,,,"60""",JEEP-GLAD-20P-60,partial,partial,,data/sources/ranch_fitment_guide.pdf
2022,Jeep,Gladiator,,,"60""",JEEP-GLAD-20P-60,partial,partial,,data/sources/ranch_fitment_guide.pdf
2023,Jeep,Gladiator,,,"60""",JEEP-GLAD-20P-60,partial,partial,,data/sources/ranch_fitment_guide.pdf
2024,Jeep,Gladiator,,,"60""",JEEP-GLAD-20P-60,partial,partial,,data/sources/ranch_fitment_guide.pdf
2025,Jeep,Gladiator,,,"60""",JEEP-GLAD-20P-60,partial,partial,,data/sources/ranch_fitment_guide.pdf
